scenario,route_id,route_class,total_frames,analyzed_frames,skipped_abnormal,signal_frames,possible_signal_color_frames,junction_frames,possible_junction_frames,nonsignal_junction_frames,red_signal_frames,yellow_signal_frames,green_signal_frames,stopline_crosswalk_frames,turn_marking_frames,max_signal_score,max_junction_score
ConstructionObstacleTwoWays,Town13_Rep0_route_003209_route0_01_09_15_57_54,no_visible_R4_R5,77,77,False,0,0,0,61,0,0,0,0,5,61,0.0,3.0
ConstructionObstacleTwoWays,Town13_Rep0_route_003210_route0_01_09_14_02_12,R4_only,125,125,False,2,27,2,63,0,27,5,7,39,41,26.0,2.5
ConstructionObstacleTwoWays,Town13_Rep0_route_003211_route0_01_10_09_26_41,R4_only,118,118,False,9,109,9,109,0,106,12,90,117,92,42.0,3.0
ConstructionObstacleTwoWays,Town13_Rep0_route_003212_route0_01_10_16_58_34,no_visible_R4_R5,83,83,False,0,0,0,83,0,0,0,0,81,79,0.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001074_route0_01_08_16_28_11,R5_only,112,112,False,0,105,2,109,2,105,21,4,69,64,25.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001075_route0_01_08_00_44_13,no_visible_R4_R5,227,227,False,0,88,0,145,0,76,6,27,74,143,16.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001076_route0_01_10_11_24_28,no_visible_R4_R5,233,233,False,0,79,0,229,0,53,0,32,4,229,5.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001077_route0_01_10_16_45_10,no_visible_R4_R5,250,250,False,0,1,0,250,0,1,1,1,236,233,7.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001079_route0_01_09_05_23_12,no_visible_R4_R5,232,232,False,0,1,1,0,1,1,0,0,1,1,3.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001080_route0_01_09_13_29_19,no_visible_R4_R5,188,188,False,0,54,0,185,0,46,3,9,12,184,61.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001081_route0_01_10_08_46_09,no_visible_R4_R5,240,240,False,0,2,0,240,0,2,1,0,240,189,9.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001082_route0_01_08_16_23_08,skipped_abnormal_duration,624,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001082_route0_01_11_06_28_25,skipped_abnormal_duration,642,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001084_route0_01_10_16_59_16,R5_only,209,209,False,0,69,60,149,60,40,3,51,209,194,20.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001085_route0_01_10_23_48_16,no_visible_R4_R5,239,239,False,0,0,0,77,0,0,0,0,6,71,0.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001086_route0_01_09_07_20_43,junction_uncertain_control,199,199,False,0,8,2,184,2,8,1,0,2,186,11.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001087_route0_01_08_18_58_08,junction_uncertain_control,122,122,False,0,0,1,0,1,0,0,0,1,0,0.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001088_route0_01_08_06_03_51,R5_only,110,110,False,0,1,4,81,4,1,1,1,79,50,50.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001089_route0_01_08_09_04_56,R5_only,118,118,False,0,107,12,92,12,107,80,0,13,102,69.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001090_route0_01_09_11_19_01,R5_only,97,97,False,0,5,8,83,8,5,0,0,74,74,4.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001092_route0_01_09_19_01_22,no_visible_R4_R5,127,127,False,0,1,0,7,0,1,1,0,3,4,6.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001093_route0_01_09_17_22_03,no_visible_R4_R5,127,127,False,0,0,0,127,0,0,0,0,127,94,0.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001094_route0_01_09_15_37_26,no_visible_R4_R5,212,212,False,0,1,0,2,0,1,1,1,1,2,6.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001095_route0_01_10_17_50_09,no_visible_R4_R5,208,208,False,0,1,0,1,0,1,0,0,1,1,5.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001096_route0_01_09_16_42_41,no_visible_R4_R5,104,104,False,0,46,0,104,0,45,10,2,104,85,11.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001102_route0_01_08_05_28_10,no_visible_R4_R5,237,237,False,0,1,0,236,0,1,0,0,192,230,2.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001103_route0_01_09_16_52_45,no_visible_R4_R5,269,269,False,0,1,0,111,0,1,0,0,35,94,2.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001104_route0_01_10_04_04_37,no_visible_R4_R5,234,234,False,0,3,0,122,0,3,0,1,112,64,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001106_route0_01_10_12_31_04,R5_only,206,206,False,0,182,23,168,23,180,65,20,60,191,55.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001107_route0_01_09_07_43_22,no_visible_R4_R5,189,189,False,0,1,0,182,0,1,1,0,168,181,61.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001108_route0_01_10_01_07_30,no_visible_R4_R5,268,268,False,0,3,0,268,0,3,1,0,267,232,12.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001109_route0_01_08_17_04_18,skipped_abnormal_duration,588,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001109_route0_01_11_06_38_16,skipped_abnormal_duration,591,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001110_route0_01_09_08_34_16,R5_only,180,180,False,0,141,21,153,21,105,42,106,170,139,13.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001111_route0_01_08_14_16_54,skipped_abnormal_duration,544,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001112_route0_01_10_02_49_18,R5_only,226,226,False,0,0,8,84,8,0,0,0,24,79,0.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001114_route0_01_10_04_18_03,junction_uncertain_control,122,122,False,0,0,1,36,1,0,0,0,8,31,0.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001115_route0_01_11_01_40_36,R5_only,111,111,False,0,57,11,100,11,56,34,8,109,95,63.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001116_route0_01_09_07_24_43,R5_only,121,121,False,0,105,2,119,2,105,12,0,9,121,40.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001117_route0_01_09_00_49_40,junction_uncertain_control,113,113,False,0,1,1,38,1,1,0,0,10,32,4.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001119_route0_01_08_06_43_02,no_visible_R4_R5,127,127,False,0,42,0,119,0,42,2,0,110,74,15.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001120_route0_01_09_16_13_24,no_visible_R4_R5,127,127,False,0,0,0,101,0,0,0,0,89,50,0.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001121_route0_01_11_03_17_25,no_visible_R4_R5,188,188,False,0,1,0,178,0,1,1,1,163,157,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001122_route0_01_08_12_44_57,no_visible_R4_R5,206,206,False,0,1,0,4,0,1,0,0,1,4,5.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001123_route0_01_09_10_05_15,no_visible_R4_R5,104,104,False,0,3,0,101,0,3,1,0,36,95,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001125_route0_01_09_08_56_08,skipped_abnormal_duration,470,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001125_route0_01_11_09_27_29,skipped_abnormal_duration,484,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001192_route0_01_10_08_49_37,no_visible_R4_R5,237,237,False,0,222,0,236,0,215,44,88,136,234,51.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001193_route0_01_09_09_06_16,no_visible_R4_R5,263,263,False,0,3,0,20,0,3,0,0,15,19,2.0,2.625
ConstructionObstacleTwoWays,Town15_Rep0_route_001194_route0_01_11_14_22_32,no_visible_R4_R5,241,241,False,0,154,0,235,0,40,1,134,6,235,10.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001196_route0_01_08_22_51_09,no_visible_R4_R5,230,230,False,0,1,1,1,1,1,0,0,1,2,3.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001197_route0_01_10_23_30_54,no_visible_R4_R5,212,212,False,0,1,0,67,0,1,1,0,15,60,86.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001198_route0_01_11_01_54_29,no_visible_R4_R5,239,239,False,0,17,0,235,0,15,1,2,9,235,9.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001199_route0_01_09_23_00_57,skipped_abnormal_duration,612,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001199_route0_01_11_13_56_26,skipped_abnormal_duration,596,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001201_route0_01_08_14_12_40,R5_only,234,234,False,0,1,54,176,54,1,1,0,225,131,20.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001202_route0_01_10_08_58_08,R5_only,238,238,False,0,0,8,19,8,0,0,0,16,25,0.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001203_route0_01_11_03_35_55,R5_only,198,198,False,0,77,121,77,121,77,19,0,185,191,22.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001204_route0_01_10_23_39_55,junction_uncertain_control,121,121,False,0,0,1,39,1,0,0,0,3,38,0.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001205_route0_01_08_19_30_39,junction_uncertain_control,125,125,False,0,1,1,4,1,1,1,1,1,5,50.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001206_route0_01_09_22_48_31,junction_uncertain_control,118,118,False,0,85,1,117,1,85,5,0,3,118,40.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001207_route0_01_09_19_23_04,junction_uncertain_control,97,97,False,0,55,1,87,1,54,11,1,3,87,20.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001209_route0_01_09_01_58_48,no_visible_R4_R5,129,129,False,0,66,0,31,0,65,16,3,5,29,30.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001210_route0_01_08_00_25_12,no_visible_R4_R5,126,126,False,0,75,0,102,0,75,10,0,85,75,23.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001211_route0_01_10_00_32_06,no_visible_R4_R5,188,188,False,0,1,0,186,0,1,1,1,185,142,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001212_route0_01_08_16_07_10,no_visible_R4_R5,185,185,False,0,53,0,167,0,32,0,28,4,167,31.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001213_route0_01_10_16_59_08,no_visible_R4_R5,130,130,False,0,1,0,38,0,1,1,0,2,38,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001215_route0_01_08_09_28_45,skipped_abnormal_duration,468,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001218_route0_01_10_20_43_06,no_visible_R4_R5,266,266,False,0,0,0,1,0,0,0,0,1,1,0.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001219_route0_01_07_22_39_06,no_visible_R4_R5,262,262,False,0,1,0,3,0,1,0,0,1,3,2.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001220_route0_01_08_14_55_29,no_visible_R4_R5,235,235,False,0,126,0,226,0,63,4,92,45,224,32.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001222_route0_01_08_01_30_27,R5_only,207,207,False,0,154,136,71,136,141,75,27,207,63,66.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001223_route0_01_09_07_49_45,no_visible_R4_R5,189,189,False,0,3,0,186,0,3,1,0,182,175,61.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001225_route0_01_08_15_48_16,skipped_abnormal_duration,608,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001226_route0_01_08_23_55_47,no_visible_R4_R5,163,163,False,0,1,0,36,0,1,0,0,16,28,1.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001227_route0_01_10_12_27_27,no_visible_R4_R5,241,241,False,0,1,0,2,0,1,1,0,1,2,20.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001228_route0_01_08_06_52_55,R5_only,202,202,False,0,190,86,116,86,190,140,12,192,201,34.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001229_route0_01_08_02_42_24,no_visible_R4_R5,170,170,False,0,12,1,135,1,11,1,1,1,136,10.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001230_route0_01_10_14_35_13,R5_only,100,100,False,0,5,21,79,21,5,0,0,93,60,3.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001231_route0_01_08_03_24_41,R5_only,114,114,False,0,1,7,103,7,1,1,1,107,87,50.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001232_route0_01_10_21_01_37,junction_uncertain_control,115,115,False,0,82,1,112,1,82,28,0,8,113,39.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001233_route0_01_10_02_33_00,R5_only,99,99,False,0,75,33,66,33,75,52,0,99,41,30.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001236_route0_01_09_11_36_21,no_visible_R4_R5,134,134,False,0,65,0,134,0,65,21,1,134,91,16.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001237_route0_01_08_03_13_31,no_visible_R4_R5,211,211,False,0,1,0,50,0,1,1,1,8,45,6.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001238_route0_01_11_00_43_33,no_visible_R4_R5,208,208,False,0,1,0,46,0,1,0,0,7,41,5.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001239_route0_01_10_06_15_28,no_visible_R4_R5,104,104,False,0,3,0,103,0,3,1,0,51,101,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001241_route0_01_10_18_30_08,skipped_abnormal_duration,473,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001287_route0_01_10_13_30_06,no_visible_R4_R5,230,230,False,0,1,0,229,0,1,0,0,209,133,3.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001288_route0_01_09_02_08_42,no_visible_R4_R5,211,211,False,0,189,0,211,0,182,65,40,149,206,69.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001289_route0_01_10_07_44_40,no_visible_R4_R5,210,210,False,0,3,0,130,0,3,1,1,89,104,7.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001290_route0_01_10_21_31_56,no_visible_R4_R5,289,289,False,0,1,0,68,0,1,0,1,4,67,23.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001291_route0_01_08_16_43_51,R5_only,207,207,False,0,15,135,72,135,14,0,1,206,152,15.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001292_route0_01_09_02_45_54,no_visible_R4_R5,215,215,False,0,1,0,4,0,1,1,0,1,4,67.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001294_route0_01_09_07_32_45,skipped_abnormal_duration,609,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001294_route0_01_11_09_16_54,skipped_abnormal_duration,615,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001295_route0_01_09_07_14_28,no_visible_R4_R5,169,169,False,0,132,0,155,0,122,13,59,3,155,78.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001296_route0_01_09_16_23_49,R5_only,229,229,False,0,1,58,170,58,1,1,0,228,216,21.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001297_route0_01_10_07_13_42,R5_only,261,261,False,0,1,10,21,10,1,0,0,14,29,1.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001298_route0_01_09_03_35_30,R5_only,194,194,False,0,193,46,135,46,193,188,0,129,176,88.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001299_route0_01_10_08_03_37,R5_only,100,100,False,0,4,14,83,14,4,0,0,47,94,2.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001300_route0_01_08_08_11_04,junction_uncertain_control,130,130,False,0,1,1,34,1,1,1,1,1,35,50.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001302_route0_01_09_09_44_14,R5_only,97,97,False,0,82,17,75,17,81,55,4,59,81,48.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001303_route0_01_10_01_18_35,skipped_abnormal_duration,628,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001303_route0_01_11_14_28_00,skipped_abnormal_duration,649,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001304_route0_01_09_17_54_25,no_visible_R4_R5,128,128,False,0,32,0,2,0,31,1,3,1,1,10.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001305_route0_01_08_12_21_40,no_visible_R4_R5,131,131,False,0,0,0,131,0,0,0,0,131,88,0.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001306_route0_01_11_02_09_53,skipped_abnormal_duration,707,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001307_route0_01_10_05_36_36,no_visible_R4_R5,183,183,False,0,1,0,91,0,1,0,0,82,25,6.0,2.6666666666666665
ConstructionObstacleTwoWays,Town15_Rep0_route_001308_route0_01_07_23_38_12,no_visible_R4_R5,52,52,False,0,1,0,52,0,1,1,0,52,40,7.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001310_route0_01_09_04_58_13,skipped_abnormal_duration,489,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001310_route0_01_11_08_40_59,skipped_abnormal_duration,508,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001314_route0_01_10_00_12_06,no_visible_R4_R5,230,230,False,0,0,0,230,0,0,0,0,229,213,0.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001315_route0_01_08_20_38_20,no_visible_R4_R5,234,234,False,0,1,0,232,0,1,0,0,231,123,2.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001316_route0_01_10_04_53_06,no_visible_R4_R5,236,236,False,0,2,0,174,0,2,1,1,152,92,7.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001318_route0_01_07_22_55_47,no_visible_R4_R5,234,234,False,0,1,1,0,1,1,0,0,1,1,3.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001319_route0_01_11_01_20_43,no_visible_R4_R5,212,212,False,0,1,0,61,0,1,1,0,5,59,61.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001320_route0_01_09_17_55_01,no_visible_R4_R5,305,305,False,0,1,0,85,0,1,1,0,9,83,9.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001321_route0_01_09_23_19_33,skipped_abnormal_duration,558,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001321_route0_01_11_14_11_30,skipped_abnormal_duration,618,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001322_route0_01_09_17_51_47,no_visible_R4_R5,190,190,False,0,1,0,36,0,1,1,0,10,32,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001323_route0_01_08_10_40_07,R5_only,229,229,False,0,1,53,174,53,1,1,0,218,154,20.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001324_route0_01_10_23_28_54,R5_only,206,206,False,0,1,87,119,87,1,0,0,203,95,5.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001325_route0_01_09_13_41_31,skipped_abnormal_duration,462,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001325_route0_01_11_10_56_57,skipped_abnormal_duration,465,0,True,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001326_route0_01_09_18_56_51,R5_only,100,100,False,0,4,14,85,14,4,0,0,66,87,2.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001327_route0_01_10_08_40_06,R5_only,110,110,False,0,92,2,108,2,89,50,26,12,110,77.0,2.5
ConstructionObstacleTwoWays,Town15_Rep0_route_001328_route0_01_10_18_25_07,R5_only,119,119,False,0,1,46,73,46,1,1,0,119,111,39.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001329_route0_01_09_16_59_28,junction_uncertain_control,100,100,False,0,83,1,93,1,83,36,0,2,93,39.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001331_route0_01_09_22_40_36,no_visible_R4_R5,126,126,False,0,1,0,126,0,1,1,0,126,82,6.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001332_route0_01_08_06_52_34,no_visible_R4_R5,148,148,False,0,10,0,7,0,10,0,0,1,6,3.0,2.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001333_route0_01_10_05_17_36,no_visible_R4_R5,188,188,False,0,180,0,167,0,179,9,24,73,149,46.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001334_route0_01_09_11_55_36,no_visible_R4_R5,183,183,False,0,112,0,183,0,102,3,12,183,154,38.0,3.0
ConstructionObstacleTwoWays,Town15_Rep0_route_001335_route0_01_09_19_32_53,no_visible_R4_R5,58,58,False,0,2,0,58,0,2,0,0,48,56,2.0,3.0
ControlLoss,Town01_Rep0_Town01_Scenario1_1_route0_01_09_20_45_28,R4_only,142,142,False,124,142,124,18,0,26,49,142,142,122,87.0,3.0
ControlLoss,Town01_Rep0_Town01_Scenario1_2_route0_01_09_21_20_38,no_visible_R4_R5,137,137,False,0,4,0,31,0,3,0,2,27,6,26.0,2.0
ControlLoss,Town01_Rep0_Town01_Scenario1_3_route0_01_08_12_08_15,R4_only,201,201,False,180,201,180,21,0,111,11,201,201,189,116.0,3.0
ControlLoss,Town01_Rep0_Town01_Scenario1_4_route0_01_09_07_57_40,R4_R5_shared,133,133,False,19,104,22,111,3,0,21,104,133,79,57.0,3.0
ControlLoss,Town01_Rep0_Town01_Scenario1_5_route0_01_09_04_43_40,R4_only,184,184,False,2,19,2,3,0,0,1,19,3,1,56.0,2.0
ControlLoss,Town02_Rep0_Town02_Scenario1_0_route0_01_09_03_34_08,R5_only,101,101,False,0,7,17,42,17,7,0,1,52,34,23.0,3.0
ControlLoss,Town02_Rep0_Town02_Scenario1_1_route0_01_08_16_11_54,R4_R5_shared,77,77,False,10,16,36,41,26,15,0,1,77,56,25.0,3.0
ControlLoss,Town02_Rep0_Town02_Scenario1_2_route0_01_08_10_31_25,R4_only,80,80,False,5,9,5,15,0,9,4,0,1,15,16.0,3.0
ControlLoss,Town02_Rep0_Town02_Scenario1_3_route0_01_11_01_50_46,R4_R5_shared,108,108,False,1,2,57,51,56,2,1,0,108,70,10.0,3.0
ControlLoss,Town02_Rep0_Town02_Scenario1_4_route0_01_08_14_55_33,R5_only,132,132,False,0,1,40,88,40,1,0,1,115,100,39.0,3.0
ControlLoss,Town02_Rep0_Town02_Scenario1_5_route0_01_10_22_20_04,R4_R5_shared,122,122,False,9,30,31,89,22,6,0,24,108,92,81.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_0_route0_01_10_10_45_04,R5_only,46,46,False,0,3,17,29,17,2,0,2,46,16,7.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_10_route0_01_10_01_11_33,R5_only,258,258,False,0,0,27,116,27,0,0,0,28,132,0.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_11_route0_01_10_05_50_36,no_visible_R4_R5,257,257,False,0,0,0,1,0,0,0,0,1,0,0.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_12_route0_01_11_01_24_33,R5_only,118,118,False,0,1,12,1,12,1,1,0,12,4,14.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_13_route0_01_10_01_20_32,R5_only,105,105,False,0,5,67,35,67,5,0,0,90,98,19.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_14_route0_01_08_06_27_13,R4_R5_shared,127,127,False,109,121,127,0,18,121,52,0,127,25,36.0,2.5
ControlLoss,Town03_Rep0_Town03_Scenario1_15_route0_01_09_08_03_12,R5_only,126,126,False,0,1,126,0,126,1,1,0,126,115,8.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_16_route0_01_09_05_13_43,junction_uncertain_control,136,136,False,0,1,1,29,1,1,0,0,2,30,17.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_17_route0_01_08_14_11_01,R5_only,35,35,False,0,1,1,2,1,1,0,0,1,2,4.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_18_route0_01_08_21_10_37,R5_only,79,79,False,0,1,35,44,35,1,1,0,71,65,11.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_19_route0_01_08_08_32_25,R5_only,97,97,False,0,85,42,55,42,76,19,39,97,22,36.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_1_route0_01_08_19_11_37,junction_uncertain_control,127,127,False,0,1,1,0,1,1,1,1,1,0,20.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_20_route0_01_10_14_55_52,empty,0,0,False,0,0,0,0,0,0,0,0,0,0,0.0,0.0
ControlLoss,Town03_Rep0_Town03_Scenario1_21_route0_01_08_20_52_59,R4_R5_shared,102,102,False,29,95,51,39,22,93,27,11,76,41,26.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_22_route0_01_08_15_20_29,R5_only,140,140,False,0,0,106,33,106,0,0,0,115,134,0.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_2_route0_01_09_09_27_22,no_visible_R4_R5,200,200,False,0,1,0,1,0,1,0,0,1,0,3.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_3_route0_01_08_16_55_41,no_visible_R4_R5,29,29,False,0,1,0,1,0,1,0,0,1,0,2.0,2.0
ControlLoss,Town03_Rep0_Town03_Scenario1_4_route0_01_08_19_06_07,R5_only,32,32,False,0,15,32,0,32,15,1,0,32,27,4.0,3.0
ControlLoss,Town03_Rep0_Town03_Scenario1_5_route0_01_09_20_23_49,R5_only,36,36,False,0,1,35,1,35,1,0,0,36,33,3.0,3.0
