scenario,route_id,frame_count,annotation_status,annotation_num_frames,has_r2,r2_frames,r2_ratio,review_required_frames,review_required_ratio,abnormal_duration,status,first_sheet,sheet_dir,primary_rs_distribution,primary_event_distribution
AccidentTwoWays,Town12_Rep0_route_002871_route0_01_10_03_44_19,136,success,136,True,88,0.647059,136,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002871_route0_01_10_03_44_19/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002871_route0_01_10_03_44_19,"{""R2"": 88, ""R4"": 48}","{""R-E1"": 7, ""R-E2"": 49, ""R-E4"": 16, ""U-E2"": 64}"
AccidentTwoWays,Town13_Rep0_1157_1_route0_01_09_07_00_34,246,success,246,True,159,0.646341,246,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1157_1_route0_01_09_07_00_34/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1157_1_route0_01_09_07_00_34,"{""R2"": 159, ""R5"": 87}","{""R-E1"": 62, ""R-E2"": 29, ""R-E5"": 87, ""U-E2"": 68}"
AccidentTwoWays,Town15_Rep0_route_001577_route0_01_10_17_07_40,42,success,42,True,26,0.619048,42,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001577_route0_01_10_17_07_40/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town15_Rep0_route_001577_route0_01_10_17_07_40,"{""R2"": 26, ""R4"": 16}","{""R-E1"": 13, ""R-E4"": 16, ""U-E2"": 13}"
AccidentTwoWays,Town13_Rep0_1427_1_route0_01_09_10_19_25,154,success,154,True,95,0.616883,154,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1427_1_route0_01_09_10_19_25/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1427_1_route0_01_09_10_19_25,"{""R2"": 95, ""R5"": 59}","{""R-E1"": 15, ""R-E2"": 30, ""R-E5"": 59, ""U-E2"": 50}"
AccidentTwoWays,Town13_Rep0_1153_1_route0_01_09_11_08_38,180,success,180,True,109,0.605556,180,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1153_1_route0_01_09_11_08_38/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1153_1_route0_01_09_11_08_38,"{""R2"": 109, ""R5"": 71}","{""R-E1"": 40, ""R-E2"": 26, ""R-E5"": 71, ""U-E2"": 43}"
AccidentTwoWays,Town13_Rep0_route_001541_route0_01_09_06_06_52,194,success,194,True,117,0.603093,194,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001541_route0_01_09_06_06_52/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001541_route0_01_09_06_06_52,"{""R2"": 117, ""R4"": 77}","{""R-E1"": 109, ""R-E4"": 77, ""U-E2"": 8}"
AccidentTwoWays,Town13_Rep0_route_001523_route0_01_11_05_31_30,245,success,245,True,144,0.587755,245,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001523_route0_01_11_05_31_30/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001523_route0_01_11_05_31_30,"{""R2"": 144, ""R4"": 101}","{""R-E1"": 56, ""R-E2"": 43, ""R-E4"": 101, ""U-E2"": 45}"
AccidentTwoWays,Town07_Rep0_route_001459_route0_01_09_12_08_17,138,success,138,True,81,0.586957,138,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town07_Rep0_route_001459_route0_01_09_12_08_17/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town07_Rep0_route_001459_route0_01_09_12_08_17,"{""R2"": 81, ""R4"": 57}","{""R-E1"": 15, ""R-E2"": 30, ""R-E4"": 53, ""U-E2"": 40}"
AccidentTwoWays,Town12_Rep0_route_002892_route0_01_08_15_05_15,135,success,135,True,79,0.585185,135,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002892_route0_01_08_15_05_15/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002892_route0_01_08_15_05_15,"{""R2"": 79, ""R4"": 56}","{""R-E1"": 7, ""R-E2"": 63, ""R-E4"": 1, ""U-E2"": 64}"
AccidentTwoWays,Town12_Rep0_route_002895_route0_01_11_15_17_05,130,success,130,True,76,0.584615,130,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002895_route0_01_11_15_17_05/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002895_route0_01_11_15_17_05,"{""R2"": 76, ""R4"": 54}","{""R-E1"": 14, ""R-E2"": 62, ""U-E2"": 54}"
AccidentTwoWays,Town13_Rep0_route_003064_route0_01_09_03_00_57,195,success,195,True,114,0.584615,195,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003064_route0_01_09_03_00_57/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003064_route0_01_09_03_00_57,"{""R2"": 114, ""R4"": 68, ""R5"": 13}","{""R-E1"": 19, ""R-E2"": 78, ""R-E4"": 68, ""R-E5"": 13, ""U-E2"": 17}"
AccidentTwoWays,Town12_Rep0_866_0_route0_01_09_15_27_17,207,success,207,True,121,0.584541,207,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_866_0_route0_01_09_15_27_17/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_866_0_route0_01_09_15_27_17,"{""R2"": 121, ""R4"": 86}","{""R-E1"": 50, ""R-E2"": 28, ""R-E4"": 62, ""U-E2"": 67}"
AccidentTwoWays,Town12_Rep0_2058_0_route0_01_10_22_27_16,195,success,195,True,113,0.579487,195,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_2058_0_route0_01_10_22_27_16/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_2058_0_route0_01_10_22_27_16,"{""R2"": 113, ""R4"": 82}","{""R-E1"": 46, ""R-E2"": 22, ""R-E4"": 67, ""U-E2"": 60}"
AccidentTwoWays,Town12_Rep0_route_002715_route0_01_09_13_51_51,185,success,185,True,107,0.578378,185,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002715_route0_01_09_13_51_51/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002715_route0_01_09_13_51_51,"{""R2"": 107, ""R4"": 71, ""R5"": 7}","{""R-E1"": 20, ""R-E2"": 47, ""R-E4"": 69, ""R-E5"": 7, ""U-E2"": 42}"
AccidentTwoWays,Town13_Rep0_1779_0_route0_01_07_21_30_54,319,success,319,True,178,0.557994,319,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1779_0_route0_01_07_21_30_54/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_1779_0_route0_01_07_21_30_54,"{""R2"": 178, ""R5"": 141}","{""R-E1"": 60, ""R-E2"": 23, ""R-E5"": 141, ""U-E2"": 95}"
AccidentTwoWays,Town12_Rep0_route_002890_route0_01_09_20_36_25,135,success,135,True,75,0.555556,135,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002890_route0_01_09_20_36_25/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002890_route0_01_09_20_36_25,"{""R2"": 75, ""R4"": 60}","{""R-E1"": 14, ""R-E2"": 68, ""U-E2"": 53}"
AccidentTwoWays,Town13_Rep0_50_0_route0_01_09_10_08_29,165,success,165,True,90,0.545455,165,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_50_0_route0_01_09_10_08_29/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_50_0_route0_01_09_10_08_29,"{""R2"": 90, ""R4"": 68, ""R5"": 7}","{""R-E1"": 18, ""R-E2"": 32, ""R-E4"": 68, ""R-E5"": 7, ""U-E2"": 40}"
AccidentTwoWays,Town12_Rep0_route_002882_route0_01_08_22_44_21,153,success,153,True,83,0.542484,153,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002882_route0_01_08_22_44_21/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002882_route0_01_08_22_44_21,"{""R2"": 83, ""R4"": 58, ""R5"": 12}","{""R-E1"": 8, ""R-E2"": 61, ""R-E4"": 28, ""R-E5"": 3, ""U-E2"": 53}"
AccidentTwoWays,Town01_Rep0_route_001552_route0_01_10_03_07_41,260,success,260,True,141,0.542308,260,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town01_Rep0_route_001552_route0_01_10_03_07_41/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town01_Rep0_route_001552_route0_01_10_03_07_41,"{""R2"": 141, ""R4"": 119}","{""R-E1"": 64, ""R-E2"": 22, ""R-E4"": 106, ""U-E2"": 68}"
AccidentTwoWays,Town13_Rep0_route_003105_route0_01_08_01_28_28,170,success,170,True,92,0.541176,170,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003105_route0_01_08_01_28_28/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003105_route0_01_08_01_28_28,"{""R2"": 92, ""R4"": 68, ""R5"": 10}","{""R-E1"": 39, ""R-E2"": 17, ""R-E4"": 68, ""R-E5"": 10, ""U-E2"": 36}"
AccidentTwoWays,Town12_Rep0_route_002865_route0_01_09_15_53_27,163,success,163,True,88,0.539877,163,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002865_route0_01_09_15_53_27/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002865_route0_01_09_15_53_27,"{""R2"": 88, ""R4"": 64, ""R5"": 11}","{""R-E1"": 8, ""R-E2"": 62, ""R-E4"": 32, ""R-E5"": 2, ""U-E2"": 59}"
AccidentTwoWays,Town12_Rep0_route_002887_route0_01_08_14_02_58,153,success,153,True,82,0.535948,153,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002887_route0_01_08_14_02_58/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_002887_route0_01_08_14_02_58,"{""R2"": 82, ""R4"": 60, ""R5"": 11}","{""R-E1"": 17, ""R-E2"": 27, ""R-E4"": 53, ""R-E5"": 3, ""U-E2"": 53}"
AccidentTwoWays,Town12_Rep0_3687_0_route0_01_07_23_22_11,256,success,256,True,136,0.53125,256,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_3687_0_route0_01_07_23_22_11/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_3687_0_route0_01_07_23_22_11,"{""R2"": 136, ""R4"": 120}","{""R-E1"": 54, ""R-E2"": 27, ""R-E4"": 107, ""U-E2"": 68}"
AccidentTwoWays,Town01_Rep0_route_001549_route0_01_10_16_14_16,260,success,260,True,138,0.530769,260,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town01_Rep0_route_001549_route0_01_10_16_14_16/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town01_Rep0_route_001549_route0_01_10_16_14_16,"{""R2"": 138, ""R4"": 122}","{""R-E1"": 60, ""R-E2"": 21, ""R-E4"": 109, ""U-E2"": 70}"
AccidentTwoWays,Town01_Rep0_route_001543_route0_01_08_23_18_47,263,success,263,True,137,0.520913,263,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town01_Rep0_route_001543_route0_01_08_23_18_47/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town01_Rep0_route_001543_route0_01_08_23_18_47,"{""R2"": 137, ""R4"": 126}","{""R-E1"": 55, ""R-E2"": 52, ""R-E4"": 114, ""U-E2"": 42}"
AccidentTwoWays,Town13_Rep0_route_003111_route0_01_10_15_31_56,164,success,164,True,83,0.506098,164,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003111_route0_01_10_15_31_56/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003111_route0_01_10_15_31_56,"{""R2"": 83, ""R4"": 68, ""R5"": 13}","{""R-E1"": 27, ""R-E2"": 19, ""R-E4"": 68, ""R-E5"": 13, ""U-E2"": 37}"
AccidentTwoWays,Town13_Rep0_route_003088_route0_01_10_18_42_32,154,success,154,True,77,0.5,154,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003088_route0_01_10_18_42_32/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003088_route0_01_10_18_42_32,"{""R2"": 77, ""R4"": 67, ""R5"": 10}","{""R-E1"": 47, ""R-E2"": 13, ""R-E4"": 63, ""R-E5"": 10, ""U-E2"": 21}"
AccidentTwoWays,Town13_Rep0_route_003078_route0_01_11_07_43_02,151,success,151,True,75,0.496689,151,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003078_route0_01_11_07_43_02/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003078_route0_01_11_07_43_02,"{""R2"": 75, ""R4"": 68, ""R5"": 8}","{""R-E1"": 29, ""R-E2"": 14, ""R-E4"": 68, ""R-E5"": 8, ""U-E2"": 32}"
AccidentTwoWays,Town13_Rep0_route_003074_route0_01_08_15_24_43,154,success,154,True,76,0.493506,154,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003074_route0_01_08_15_24_43/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003074_route0_01_08_15_24_43,"{""R2"": 76, ""R4"": 67, ""R5"": 11}","{""R-E1"": 47, ""R-E2"": 13, ""R-E4"": 63, ""R-E5"": 11, ""U-E2"": 20}"
AccidentTwoWays,Town13_Rep0_route_003065_route0_01_09_00_37_49,150,success,150,True,74,0.493333,150,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003065_route0_01_09_00_37_49/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003065_route0_01_09_00_37_49,"{""R2"": 74, ""R4"": 68, ""R5"": 8}","{""R-E1"": 30, ""R-E2"": 14, ""R-E4"": 68, ""R-E5"": 8, ""U-E2"": 30}"
AccidentTwoWays,Town12_Rep0_26_0_route0_01_10_16_02_46,301,success,301,True,148,0.491694,301,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_26_0_route0_01_10_16_02_46/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_26_0_route0_01_10_16_02_46,"{""R2"": 148, ""R5"": 153}","{""R-E1"": 60, ""R-E2"": 23, ""R-E5"": 153, ""U-E2"": 65}"
AccidentTwoWays,Town13_Rep0_route_001532_route0_01_09_07_57_58,314,success,314,True,154,0.490446,314,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001532_route0_01_09_07_57_58/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001532_route0_01_09_07_57_58,"{""R2"": 154, ""R4"": 160}","{""R-E1"": 55, ""R-E2"": 31, ""R-E4"": 160, ""U-E2"": 68}"
AccidentTwoWays,Town13_Rep0_route_003096_route0_01_11_06_32_34,149,success,149,True,73,0.489933,149,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003096_route0_01_11_06_32_34/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003096_route0_01_11_06_32_34,"{""R2"": 73, ""R4"": 68, ""R5"": 8}","{""R-E1"": 30, ""R-E2"": 13, ""R-E4"": 68, ""R-E5"": 8, ""U-E2"": 30}"
AccidentTwoWays,Town12_Rep0_route_001553_route0_01_10_10_45_19,197,success,197,True,95,0.482234,197,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_001553_route0_01_10_10_45_19/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_001553_route0_01_10_10_45_19,"{""R2"": 95, ""R4"": 102}","{""R-E1"": 4, ""R-E2"": 122, ""U-E2"": 71}"
AccidentTwoWays,Town13_Rep0_route_001520_route0_01_09_13_37_03,250,success,250,True,120,0.48,250,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001520_route0_01_09_13_37_03/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001520_route0_01_09_13_37_03,"{""R2"": 120, ""R4"": 130}","{""R-E1"": 21, ""R-E2"": 32, ""R-E4"": 130, ""U-E2"": 67}"
AccidentTwoWays,Town13_Rep0_route_001525_route0_01_10_08_23_37,314,success,314,True,150,0.477707,314,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001525_route0_01_10_08_23_37/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001525_route0_01_10_08_23_37,"{""R2"": 150, ""R4"": 164}","{""R-E1"": 84, ""R-E2"": 33, ""R-E4"": 164, ""U-E2"": 33}"
AccidentTwoWays,Town12_Rep0_route_001417_route0_01_10_22_00_12,188,success,188,True,89,0.473404,188,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_001417_route0_01_10_22_00_12/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_001417_route0_01_10_22_00_12,"{""R2"": 89, ""R4"": 99}","{""R-E1"": 20, ""R-E2"": 35, ""R-E4"": 99, ""U-E2"": 34}"
AccidentTwoWays,Town13_Rep0_route_001534_route0_01_11_03_30_37,257,success,257,True,121,0.470817,256,0.9961,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001534_route0_01_11_03_30_37/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_001534_route0_01_11_03_30_37,"{""R2"": 121, ""R4"": 136}","{""R-E1"": 20, ""R-E2"": 32, ""R-E4"": 136, ""U-E2"": 69}"
AccidentTwoWays,Town13_Rep0_route_003090_route0_01_10_16_59_06,153,success,153,True,72,0.470588,153,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003090_route0_01_10_16_59_06/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003090_route0_01_10_16_59_06,"{""R2"": 72, ""R4"": 68, ""R5"": 13}","{""R-E1"": 25, ""R-E2"": 27, ""R-E4"": 68, ""R-E5"": 13, ""U-E2"": 20}"
AccidentTwoWays,Town13_Rep0_route_003075_route0_01_09_20_26_18,149,success,149,True,69,0.463087,149,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003075_route0_01_09_20_26_18/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003075_route0_01_09_20_26_18,"{""R2"": 69, ""R4"": 68, ""R5"": 12}","{""R-E1"": 27, ""R-E2"": 10, ""R-E4"": 68, ""R-E5"": 12, ""U-E2"": 32}"
AccidentTwoWays,Town13_Rep0_route_003079_route0_01_10_00_10_24,139,success,139,True,64,0.460432,139,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003079_route0_01_10_00_10_24/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003079_route0_01_10_00_10_24,"{""R2"": 64, ""R4"": 68, ""R5"": 7}","{""R-E1"": 29, ""R-E2"": 13, ""R-E4"": 68, ""R-E5"": 7, ""U-E2"": 22}"
AccidentTwoWays,Town13_Rep0_route_003102_route0_01_09_05_36_28,138,success,138,True,63,0.456522,138,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003102_route0_01_09_05_36_28/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003102_route0_01_09_05_36_28,"{""R2"": 63, ""R4"": 68, ""R5"": 7}","{""R-E1"": 29, ""R-E2"": 13, ""R-E4"": 68, ""R-E5"": 7, ""U-E2"": 21}"
AccidentTwoWays,Town12_Rep0_route_001437_route0_01_08_22_48_44,306,success,306,True,137,0.447712,306,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_001437_route0_01_08_22_48_44/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town12_Rep0_route_001437_route0_01_08_22_48_44,"{""R2"": 137, ""R4"": 169}","{""R-E1"": 45, ""R-E2"": 24, ""R-E4"": 169, ""U-E2"": 68}"
AccidentTwoWays,Town13_Rep0_route_003070_route0_01_08_13_09_35,141,success,141,True,63,0.446809,141,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003070_route0_01_08_13_09_35/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003070_route0_01_08_13_09_35,"{""R2"": 63, ""R4"": 68, ""R5"": 10}","{""R-E1"": 29, ""R-E2"": 13, ""R-E4"": 68, ""R-E5"": 10, ""U-E2"": 21}"
AccidentTwoWays,Town13_Rep0_route_003110_route0_01_08_21_24_29,143,success,143,True,63,0.440559,143,1.0,False,written,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003110_route0_01_08_21_24_29/page_000.jpg,AutoMoT/keyframe_filter/collection_output/r2_rgb_route_sheets_20260708/route_sheets/AccidentTwoWays/Town13_Rep0_route_003110_route0_01_08_21_24_29,"{""R2"": 63, ""R4"": 68, ""R5"": 12}","{""R-E1"": 27, ""R-E2"": 11, ""R-E4"": 68, ""R-E5"": 12, ""U-E2"": 25}"
