scenario,route_id,frame_id,primary_road_structure,primary_event,events,regular_event,overlay_event,source_unusual_event,base_road_structure,intersection_road_structure,age_frames,age_seconds,max_frames,recovery_age_frames,recovery_max_frames,phase,reason
CrossingBicycleFlow,Town12_Rep0_136_0_route0_01_08_23_03_51,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_0_route0_01_08_23_03_51,41,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_0_route0_01_08_23_03_51,42,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_0_route0_01_08_23_03_51,43,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_0_route0_01_08_23_03_51,44,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_0_route0_01_08_23_03_51,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,46,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,47,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,48,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,49,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,50,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,51,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,52,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,53,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,54,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,55,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,56,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,57,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,58,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,59,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,60,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,61,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,62,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,63,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,64,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,65,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,66,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,67,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_1_route0_01_10_21_53_51,68,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,43,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,44,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,46,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,47,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,48,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,49,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,50,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,51,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,52,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,53,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,54,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,55,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,56,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,57,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,58,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,59,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,60,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,61,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,62,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,63,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,64,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,65,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_2_route0_01_10_07_45_12,66,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,38,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,39,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,41,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,42,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,43,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,44,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,46,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,47,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,48,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,49,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,50,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,51,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,52,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,53,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,54,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,55,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,56,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,57,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,58,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,59,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,60,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_136_3_route0_01_09_08_58_29,61,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,39,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,41,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,42,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,43,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,44,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,45,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,46,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,47,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,48,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,49,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,50,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,51,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,52,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,53,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,15,3.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,54,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,16,4.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,55,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,17,4.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,56,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,18,4.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,57,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,19,4.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,58,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,20,5.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,59,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,21,5.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,60,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,22,5.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,61,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,23,5.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_0_route0_01_11_05_09_02,62,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,24,6.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,27,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,1,0.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,28,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,2,0.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,29,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,3,0.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,30,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,4,1.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,31,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,5,1.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,32,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,6,1.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,33,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,7,1.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,34,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,8,2.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,35,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,9,2.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,36,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,10,2.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,37,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,11,2.75,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,38,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,12,3.0,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,39,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,13,3.25,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
CrossingBicycleFlow,Town12_Rep0_3985_1_route0_01_07_21_28_47,40,R4,U-E4,R-E4|U-E4,R-E4,U-E4,U-E4,R1,R4,14,3.5,24,0,12,unusual_still_active,unusual_event_interrupted_by_intersection_rs
